idPk;cost;warranty;inStock;timeDelevery;warrantyImported;usefulLife;spareParts;primaryFunctionalities;secondlyFunctionalities;brand;model;height;width;deep;weight;Items_idPk
543;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Conmutador de tipo pulsador";"No brinda información";" AMDi - Advanced Multimedia Devices Inc.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";691
544;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Tiene forma cilíndrica abierta, con agarraderas en cordón y mangos gruesos suaves. La media se coloca en el dispositivo y se tira de el para que quede ajustada en el pie.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";692
545;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Dar soporte a comunicadores.";"No brinda información";" AMDi - Advanced Multimedia Devices Inc.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";693
546;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permite controlar íntegramente el mouse de la computadora a través de un puntero láser u otra fuente de luz";"No brinda información";" Keytec Inc.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";694
547;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Silla con altura variable, apoya brazos ajustables y cinturón.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";695
548;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permitir el aprendizaje de la comunicación a PcD motriz o bien con trastornos del lenguaje.";"No brinda información";" Enabling devices";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";696
549;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permitir mover el puntero del mouse.";"No brinda información";" Traxsys";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";697
550;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permitir mover el puntero del mouse.";"No brinda información";" Traxsys";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";698
551;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Monitor inalámbrico para bebés";"No brinda información";" Phonicear";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";699
552;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permite el manejo del puntero del mouse utilizando un joystick (palanca de juegos).";"No brinda información";" Jordi Lagares Roset";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";700
553;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"El bastón blanco identifica a la población con discapacidad visual y les permite desplazarse en forma autónoma.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";701
554;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Comunicador sencillo de tarjetas. Consta de un conjunto de tarjetas para comunicación alternativa y aumentativa, con pictogramas y mensajes escritos. Las tarjetas pueden sostenerse con un gancho circular, para facilitar su localización.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";702
555;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Bastón electrónico que mide la distancia de los objetos mediante láser y transmite la información correspondiente al usuario a través de sonidos o vibraciones. Cuanto más se aproxima el usuario a un obstáculo, más intensa es la señal emitida por el aparato.";"No brinda información";" CNRS";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";703
556;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Mouse tipo pulsador";"No brinda información";" Ablenet";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";704
557;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Escanea y lee cualquier libro o documento impreso.";"No brinda información";" Freedom Scientific";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";705
558;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permite al usuario ampliar texto para su mejor lectura";"No brinda información";" Ultraoptix";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";706
559;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Editor de tableros que permite mejor el aprendizaje en el usuario.";"No brinda información";" Mayer-Johnson";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";707
560;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permite el aprendizaje de palabras y su pronunciación.";"No brinda información";" AMDi - Advanced Multimedia Devices Inc.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";708
561;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Magnificador de lo que se ve en el monitor del computador";"No brinda información";" Pyy, O'Donnell y Carvalho";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";709
562;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permite la Comunicación de personas con discapacidad motriz o trastornos del lenguaje.";"No brinda información";" Ablenet.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";710
563;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Emulador que permite al usuario el manejo total del puntero del mouse mediante la sola activación de un conmutador.";"No brinda información";" Antonio Sacco";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";711
564;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permitir al usuario con discapacidad visual poder escribir por medio de comando de voz o bien por medio de teclado braille.";"No brinda información";" Freedom Scientific";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";712
565;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"No brinda información";"No brinda información";" No se especifica";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";713
566;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permite controlar el puntero del mouse simplemente moviendo la cabeza, a partir de la imagen tomada por una webcam.";"No brinda información";" CREA Sistemas informáticos";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";714
567;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Comunicador de 2 casillas.";"No brinda información";" Ablenet";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";715
568;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Comunicador multinivel de 32 casillas. Existen modelos de 2, 4, 6 y 12 niveles, y en distintos colores. Admite la grabación de 32 mensajes por nivel, de hasta 2.25 segundos cada uno. Opcionalmente se puede extender la duración máxima de cada mensaje a 4.5 segundos.";"No brinda información";" AMDi - Advanced Multimedia Devices Inc.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";716
569;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Hojas Magnificadores para mejor lectura";"No brinda información";" Ultraoptix";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";717
570;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"No brinda información";"No brinda información";" Grupo de Robótica de la Universitat de Lleida";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";718
571;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permite imprimir gráficos en relieve y Braille";"No brinda información";" Duxbury Systems";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";719
572;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Utensilios de cocina de mango intercambiable.";"No brinda información";" Elos.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";720
573;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"La calculadora con teclas gigantes es ideal para personas con baja visión o que requieren apoyo en el área motriz.";"No brinda información";" Nasco";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";721
574;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Software Magnificador de imágenes y texto y lector de pantalla";"No brinda información";" Ai Squared";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";722
575;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Aunque el tamaño del teclado no es mucho mayor que el de uno regular, cada una de las teclas es de una pulgada de lado, lo que facilita su uso por parte de personas que requieren apoyo en el área motriz. Existen modelos de distintos colores y con diferente disposición de las teclas. Se conecta a la computadora a través del puerto USB.";"No brinda información";" Greystone Digital";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";723
576;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Editor de textos Braille";"No brinda información";" Duxbury Systems";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";724
577;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Conmutador de tipo pulsador.";"No brinda información";" Enabling devices";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";725
578;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Se conecta al puerto USB y, al tocar la membrana sobre la pantalla, genera un clic o la operación de arrastrar. Se puede variar la sensibilidad dependiendo de las habilidades físicas del usuario, aSi como operar tanto con el dedo como con cualquier otro elemento. Para Windows, Mac y Linux.";"No brinda información";" Keytec Inc.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";726
579;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Se adapta el plato colocando ventosas en su base, evitando aSi que se deslice cuando el usuario se está alimentando.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";727
580;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Aprendizaje de la comunicación para PcD motriz y trastornos del lenguaje.";"No brinda información";" AMDi - Advanced Multimedia Devices Inc.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";728
581;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Mesa permite mejor apoyo para el usuario. Puede ser utilizada como mesa de apoyo para alimentación o para otras actividades.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";729
582;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Conmutador de tipo pulsador";"No brinda información";" Ablenet";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";730
583;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permitir al usuario con discapacidad motriz poder comer por Si solo.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";731
584;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Facilita girar perillas.";"No brinda información";" Elderluxe";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";732
585;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Software permite creación y personalización actividades didácticas. Funciona sobre dispositivos iPhone, iPod touch y iPad de Apple. Las actividades pueden adaptarse en diferentes aspectos, pudiendo seleccionar los recursos multimedia (imágenes, sonidos, texto, animaciones, etc.), variando la complejidad y el modo de interacción";"No brinda información";" Álvaro Fernández, grupo GEDES, Universidad de Granada";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";733
586;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permite mover el puntero del mouse tocando suavemente los botones planos de su superficie.";"No brinda información";" Ablenet";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";734
587;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permitir el aprendizaje de palabras y su pronunciación.";"No brinda información";" AMDi - Advanced Multimedia Devices Inc.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";735
588;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Computadora personalizada, con pantalla táctil. Cuenta con 1 Gb RAM, 64 Gb disco de estado sólido, pantalla táctil de 10 pulgadas, puertos para conmutadores estándar, etc. Entre el software que incluye está el programa InterAACt para comunicación alternativa y aumentativa.";"No brinda información";" DynaVox";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";736
589;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permitir utilizar la computadora a través del emulador de mouse que funciona con luz, el usuario solamente debe permitir pasar la luz para que aSi active el mouse.";"No brinda información";" CARE - Fundación Telefónica";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";737
590;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Impresora Braille";"No brinda información";" Enabling Technologies";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";738
591;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Estos materiales plásticos tienen diferentes niveles de adherencia, y se pueden cortar del tamaño deseado para ser colocados sobre diversas superficies y apoyar sobre ellos equipos, elementos varios, etc., evitando su deslizamiento.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";739
592;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Software permite crear, editar e imprimir plantillas";"No brinda información";" IntelliTools";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";740
593;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Conmutador tipo pulsador permite escuchar mensajes cuando se aprieta el botón.";"No brinda información";" Ablenet.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";741
594;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Software permite a una persona con sordo ceguera comunicarse.";"No brinda información";" Freedom Scientific";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";742
595;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Conmutador de tipo pulsador permite al usuario poder manejar el mouse";"No brinda información";" AMDi - Advanced Multimedia Devices Inc.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";743
596;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Calculadora de cuatro funciones, con su pantalla LCD de gran tamaño, muestra la operación tal y como los estudiantes se les enseña.";"No brinda información";" Nasco.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";744
597;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Utilizado para limpieza bucal del usuario.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";745
598;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permitir el aprendizaje de palabras.";"No brinda información";" Ablenet";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";746
599;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Mouse Conmutador doble para lengua, mentón o mejilla";"No brinda información";" BJ-adaptaciones";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";747
600;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permite sujetar un libro o documento, ajustando la altura e inclinación. Incluye bandas de material elástico para la sujeción.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";748
601;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Emulador del mouse que funciona a partir de la presión de teclas.";"No brinda información";" CARE - Fundación Telefónica";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";749
602;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permite controlar en Windows el puntero del mouse simplemente moviendo la cabeza, a partir de la imagen tomada por una webcam.";"No brinda información";" Grupo de Robótica de la Universitat de Lleida.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";750
603;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permite controlar en Windows el puntero del mouse simplemente moviendo la cabeza, a partir de la imagen tomada por una webcam.";"No brinda información";" Boston College";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";751
604;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"conmutador juguetes u otros dispositivos que funcionen con baterías.";"No brinda información";" Traxsys";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";752
605;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Impresora Braille";"No brinda información";" Enabling Technologies";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";753
606;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Dar soporte a equipo tecnológico.";"No brinda información";" Ablenet";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";754
607;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"No brinda información";"No brinda información";" Ablenet";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";755
608;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Sistema de montaje para conmutadores y otros dispositivos";"No brinda información";" Ablenet";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";756
609;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Brindar soporte al cuerpo del niño o niña para promover movimientos funcionales de arrastre.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";757
610;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Conmutador tipo Pulsador";"No brinda información";" Traxsys";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";758
611;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Sistema para controlar el mouse de la computadora a través del movimiento de los ojos.";"No brinda información";" Alea Technologies";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";759
612;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Aprendizaje de palabras.";"No brinda información";" Ablenet";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";760
613;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Software Emulador de barrido.";"No brinda información";" Jordi Lagares Roset";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";761
614;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Sistema de comunicación aumentativa para plataforma Ipod, Iphone e Ipad";"No brinda información";" Juan Carlos González, App5b";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";762
615;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Software Emulador Mouse.";"No brinda información";" Jordi Lagares Roset";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";763
616;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permitir al usuario poder comer por Si solo.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";764
617;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Software Emulador Mouse por medio audio.";"No brinda información";" Jordi Lagares Roset";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";765
618;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Comunicador de 4 casillas con barrido.";"No brinda información";" Traxsys";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";766
619;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Dispositivo que permite grabar un mensaje, aviso, noticia";"No brinda información";" Ablenet";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";767
620;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Emulador que convierte la acción de un conmutador estándar, o el sonido captado por un micrófono, en una o varias combinaciones de teclas o clics del mouse.";"No brinda información";" Antonio Sacco";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";768
621;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permitir la escritura manual del usuario.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";769
622;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permitir el aprendizaje de la comunicación a las PcD Motriz o bien con trastornos del lenguaje.";"No brinda información";" AMDi - Advanced Multimedia Devices Inc.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";770
623;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Software juego interactivos par Personas con Autismo";"No brinda información";" John LeSieur";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";771
624;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Software Lector de pantalla para personas ciegas o con baja visión. Convierte el contenido de la pantalla en sonido.";"No brinda información";" Freedom Scientific";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";772
625;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Mouse Conmutador de tipo pulsador.";"No brinda información";" Enabling devices";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";773
626;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Mouse Conmutador tipo pulsador";"No brinda información";" CARE - Fundación Telefónica";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";774
627;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Computadoras que pueden ser operados íntegramente a través del movimiento de los ojos.";"No brinda información";" Tobii";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";775
628;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Software Magnificador de pantalla para personas con baja visión. Amplía la imagen de la pantalla hasta 60 veces, y permite modificar los colores y el contraste para facilitar la lectura. Incluye soporte para múltiples idiomas.";"No brinda información";" Dolphin";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";776
629;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Dispositivo para colocar cilindros y botellas";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";777
630;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Mouse tipo “joystick” para utilizar con el mentón";"No brinda información";" BJ-adaptaciones";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";778
631;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Ayuda táctil para personas con discapacidad auditiva.";"No brinda información";" Tactaid.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";779
632;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Se coloca como base para vasos y otros implementos de cocina, evitando que estos se muevan, para abrir frascos, etc.";"No brinda información";" Patterson Medical-Sammons Preston";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";780
633;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Generador de comunicadores de 7 niveles.";"No brinda información";" Enabling devices";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";781
634;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permitir al usuario poder tomar líquido por Si mismo y la tapa evita derrames involuntarios.";"No brinda información";" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";782
635;"Gratis";"No brinda información";0;"Desde 1 semana en adelante, depende de disponibilidad.";"No brinda información";"No";"No brinda información";"Permitir al usuario la mejor lectura de etiquetas o textos a través del amplificador.";"No brinda información";" Freedom Scientific";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";783
