idPk;code;name;description;observations;image1;image2;image3;visibility;isProduct;onDateUpdated;onDateCreated;daysToOperations;typeDeficiency;age;sex;isForPregnant;isApproved;isChecked;isDeleted;organizationsIdFk
670;"No brinda información";"Salvaescalera Bisón";"Especialistas en soluciones de accesibilidad: elevadores y salvaescaleras";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Con o sin discapacidad.";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;29
671;"No brinda información";"Préstamo de equipo especial: Sillas Ruedas No ortopedica";"-";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Cualquiera";{"'age'": "'Adulto mayor'"};2;1;1;1;0;12
672;"No brinda información";"Préstamo de equipo especial: Camas Hospitalarias";"-";"No hay.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Cualquiera";{"'age'": "'Adulto mayor'"};2;1;1;1;0;12
673;"No brinda información";"Producto: Generador de comunicadores -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
674;"No brinda información";"Producto apoyo: Alimentador Electrónico -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
675;"No brinda información";"Producto: Conmutador con sensor de proximidad -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
676;"No brinda información";"Producto: Powerlink -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
677;"No brinda información";"Producto: Pulsador con grabación de secuencias de mensajes -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
678;"No brinda información";"Producto: Beberito con tapa -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
679;"No brinda información";"Producto: Mouse adaptado para conectar conmutadores -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
680;"No brinda información";"Producto: Magnificador portátil -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
681;"No brinda información";"Producto: Pulsador tipo Varilla -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
682;"No brinda información";"Producto: Comunicador de 3 casillas que se ajusta a la cadera -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
683;"No brinda información";"Producto: Monitores con pantalla táctil -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
684;"No brinda información";"Producto: Silla Ruedas Electrica -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
685;"No brinda información";"Producto: Comunicador multinivel de 128 casillas -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
686;"No brinda información";"Producto: Mouse controlado mov. ojos -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
687;"No brinda información";"Producto: Cuchara con desviación izquierda -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
688;"No brinda información";"Lapiz escribe en papel termosensible -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
689;"No brinda información";"Producto: Despertador vibratorio Hal-Hen -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Auditiva";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
690;"No brinda información";"Comunicador de 7, 12 o 23 casillas, de diseño moderno, con 5 niveles. -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
691;"No brinda información";"Producto: Conmutador de tipo pulsador -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
692;"No brinda información";"Producto: Calzador de medias -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
693;"No brinda información";"Producto: Sistema de montaje para comunicadores -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
694;"No brinda información";"Producto: Mouse con laser -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:21;2018-02-12 12:14:21;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
695;"No brinda información";"Producto: Silla para posicionamiento -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
696;"No brinda información";"Producto: Comunicador 7 mensajes -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
697;"No brinda información";"Producto: Mouse tipo “joystick” -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
698;"No brinda información";"Producto: Mouse tipo “joystick” -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
699;"No brinda información";"Producto: Monitor inalámbrico para bebés -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Auditiva.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
700;"No brinda información";"Producto: Software Emulador de Mouse -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
701;"No brinda información";"Producto: Bastón Plegable -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
702;"No brinda información";"Producto: Comunicador de tarjetas - CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
703;"No brinda información";"Producto: Bastón electrónico -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
704;"No brinda información";"Producto: Conmutador de tipo pulsador -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
705;"No brinda información";"Producto: Escanea y lee cualquier libro o documento impreso -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
706;"No brinda información";"Producto: Lupa de barra de 8 pulgadas -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
707;"No brinda información";"Producto: Software comunicación alternativa -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
708;"No brinda información";"Producto: Comunicador de 4 casillas -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
709;"No brinda información";"Producto: Software Magnificador tipo lupa multiplataforma -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
710;"No brinda información";"Comunicador con 7 casillas -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
711;"No brinda información";"Producto: Software Mouse por barrido -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
712;"No brinda información";"Producto: Sintetizador de voz con Teclado Portátil Braille tipo Perkins -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
713;"No brinda información";"Cuña ajustable -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
714;"No brinda información";"Producto: Software Controlador Mouse -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
715;"No brinda información";"Producto: Comunicador de 2 casillas -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
716;"No brinda información";"Producto: Comunicador multinivel de 32 casillas -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
717;"No brinda información";"Producto: Hojas Magnificadores -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
718;"No brinda información";"Producto: Software Emulador teclado Virtual -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
719;"No brinda información";"Producto: Software Permite imprimir gráficos en relieve y Braille -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
720;"No brinda información";"Producto: Utensilios de cocina -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
721;"No brinda información";"Producto: Calculadora teclas grandes -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
722;"No brinda información";"Producto: Software Magnificador y lector de pantalla -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
723;"No brinda información";"Producto: Teclados de teclas grandes - CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
724;"No brinda información";"Producto: Editor de textos Braille - CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
725;"No brinda información";"Producto: Conmutador Pulsador -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
726;"No brinda información";"Producto apoyo: Adaptador Monitor Táctil -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
727;"No brinda información";"Producto: Plato convencional adaptado con ventosas -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
728;"No brinda información";"Producto: Comunicador multinivel de 8 casillas -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
729;"No brinda información";"Producto: Mesa Reclinable -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
730;"No brinda información";"Producto: Conmutador de tipo pulsador -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
731;"No brinda información";"Producto: Cuchara y tenedor adaptados en estilo puño universal -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
732;"No brinda información";"Producto: Perilla Universal -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
733;"No brinda información";"Producto: Software permite creación y personalización actividades didácticas - CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz, auditiva, visual, cognitiva";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
734;"No brinda información";"Producto: Touchpad y mouse por teclas -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
735;"No brinda información";"Producto: Comunicador de 8 casillas -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
736;"No brinda información";"Producto: Computadora portatil táctil -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
737;"No brinda información";"Producto: Conmutador que emula el clic del mouse -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
738;"No brinda información";"Producto: Impresora Braille -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
739;"No brinda información";"Producto: Material Antideslizante -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
740;"No brinda información";"Producto: Software permite crear, editar e imprimir plantillas -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
