"title";"eprint";"author";"abstract";"url"
"Synthesizing the finger alphabet of Swiss German Sign Language and evaluating the comprehensibility of the resulting animations";"https://scholar.google.comhttp://www.aclweb.org/anthology/W15-5103";"S Ebling and R Wolfe and J Schnepp and S Baowidan… - Proceedings of SLPAT … and 2015";"...Rathmann, “Transmission of sign language in Northern Europe,” in Sign languages, ser ...Third International Symposium on Sign Language Translation and Avatar Technology, Chicago ...Raitt, “Implementation experience with collision avoidance in signing avatars,” in Proceedings ...";"http://www.aclweb.org/anthology/W15-5103"
"Development of a sign-language communication system between Korean and Japanese using 3D animation techniques and intelligent communication method on the …";"";"SW KIM and JW LEE and Y AOKI - IEICE transactions on fundamentals of … and 2000";"...2) The syntax structures of sign-languages are sim ...Figure 5 shows a chatting window for sign- language communication between two avatars A and B. The A and B ...5 Chatting window for sign-language communication be- tween Korean avatar A and Japanese avatar B. The A is ...";"https://search.ieice.org/bin/summary.php?id=e83-a_6_996"
"A comparison of language processing techniques for a constrained speech translation system";"https://scholar.google.comhttps://www.era.lib.ed.ac.uk/bitstream/handle/1842/1101/icassp2003.pdf?sequence=1&isAllowed=y";"M Lincoln and S Cox - … 2003. Proceedings.(ICASSP'03). 2003 IEEE … and 2003";"...therefore avoid the problem of having to develop a general purpose translation system by ...mo- tion captured from a human signer and replayed on a specially developed avatar ...Safar and I. Marshall, ""The architecture of an english-text- to-sign-languages translation system,'' in ...";"http://ieeexplore.ieee.org/abstract/document/1198855/"
"Consumer price data-glove for sign language recognition";"https://scholar.google.comhttps://pdfs.semanticscholar.org/c916/f91fe373766a5527fbcaf2d447292da3fd93.pdf";"T Kuroda and Y Tabata and A Goto and H Ikuta… - Proc. of 5th Intl Conf … and 2004";"...telephones, automatic translation system between sign languages and phonetic languages, and even sign language dictionary, share same basic structure. Most of sign information systems use three-dimensional computer graphic model of human beings called avatar to show ...";"https://pdfs.semanticscholar.org/c916/f91fe373766a5527fbcaf2d447292da3fd93.pdf"
"Rendering an animated avatar from SignWriting notation";"https://scholar.google.comhttps://pdfs.semanticscholar.org/e75f/4501eab8fd1e4f6fd20e49e4115d8c3f5a71.pdf";"K Moemedi and J Connan - University of the Westen Cape and 2010";"...Furthermore the use of an avatar for sign language in a machine translation system requires a ...In addition we aim to render an animated avatar with realistic and aesthetically acceptable … RELATED WORK Currently, there is no international convention for writing sign languages ...";"https://pdfs.semanticscholar.org/e75f/4501eab8fd1e4f6fd20e49e4115d8c3f5a71.pdf"
"Passenger information using a sign language avatar-Individual travel assistance for passengers with special needs in public transport";"https://scholar.google.comhttp://elib.dlr.de/96377/2/IT_01_2015_150dpi_published.pdf";"L Schnieder and G Tschare - Internationales Verkehrswesen and 2015";"...Translation of spoken or written informa- tion into sign language can be achieved either by human interpreters (signers) or sign language avatars ...Current work is directed towards the adaptation of the digi- tal avatar to other sign languages ...";"http://elib.dlr.de/96377/"
"Speech and language processing for a constrained speech translation system";"https://scholar.google.comhttps://pdfs.semanticscholar.org/dab4/61f5b16088e6ba004d4238236a90f135b511.pdf";"S Cox - Seventh International Conference on Spoken … and 2002";"...Sign languages have a syntax and grammar of their own which is less well-understood than the … it is still likely to form a useful system because the task underly- ing the translation is a ...from a human signer using a motion-capture process and which can be replayed on an avatar ...";"http://www.isca-speech.org/archive/icslp_2002/i02_1149.html"
"Rendering an avatar from sign writing notation for sign language animation";"https://scholar.google.comhttps://etd.uwc.ac.za/bitstream/handle/11394/2608/Moemedi_MSC_2010.pdf?sequence=1&isAllowed=y";"KA Moemedi";"...It discusses the use of videos and avatars Page 18 ...animation of the avatar. It discusses the functionalities and capabilities of the technology ...In addition, even when signs are iconic, the resemblance can differ as shown in Figure 2.1. 2.2.4 Myth: Sign languages cannot be written ...";"http://etd.uwc.ac.za/handle/11394/2608"
"Design and development of a frame based MT system for English-to-ISL";"";"K Anuja and S Suryapriya and SM Idicula - Nature & Biologically … and 2009";"...input speech to ISL which is displayed with the help of a 3D virtual human- avatar has been ...ISL differ from other sign languages with the position of wh-signs in the sentence ...You go where A frame based approach is used for this translation procedure, where slot value is filled as ...";"http://ieeexplore.ieee.org/abstract/document/5393721/"
"Exploring challenges in avatar-based translation from european portuguese to portuguese sign language";"https://scholar.google.comhttp://web.ist.utl.pt/~ist163556/pt2lgp/shortv.pdf";"IR Almeida";"...Figure 10: Example of supported avatars ...In: Proceedings of the 4th Workshop on the Representation and Processing of Sign Languages: Corpora and Sign Language Technologies. 2010, pp ...'Linguistic modelling and language-processing technologies for Avatar-based sign ...";"http://web.ist.utl.pt/~ist163556/pt2lgp/shortv.pdf"
"Development of an avatar language chatting system and its communication experiment using a Japanese communications satellite";"";"Y Aoki and S Tanahashi and J Li and A Hashimoto… - … and 1999 IEEE 3rd … and 1999";"...sign languages around the world share a number of common gestures, resulting in the ease of translation between sign languages from different countries. This suggests tbat a simple communication system, such as a chatting system, can be debeloped using avatar language ...";"http://ieeexplore.ieee.org/abstract/document/793927/"
"Synthetic signing";"https://scholar.google.comhttp://www.visicast.cmp.uea.ac.uk/Papers/Synthetic%20SigningIBC2005.pdf";"I Zwitserlood - The World of Content Creation and Management … and 2005";"...By their nature, although necessarily represented two-dimensionally, avatars are three-dimensional: a viewer has control over the avatar and can move (turn, pivot) the ...(Note that the avatar mouthes the ...First, the current knowledge of the grammar of sign languages is insufficient ...";"http://www.visicast.cmp.uea.ac.uk/Papers/Synthetic%20SigningIBC2005.pdf"
"Sign language corpora and the problems with ELAN and the ECHO annotation conventions";"https://scholar.google.comhttp://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.221.4943&rep=rep1&type=pdf#page=68";"A Herrmann - Workshop Programme and 2008";"...It can also be helpful for future research with regard to machine translation and avatar usage for example (cf. among others Morrissey & Way, 2005; Stein et al., 2007) ...303--320. 3rd Workshop on the Representation and Processing of Sign Languages 72 Page 73 ...";"http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.221.4943&rep=rep1&type=pdf#page=68"
"Identification of most desirable parameters in SIGN language tools: A comparative study";"https://scholar.google.comhttps://computerresearch.org/index.php/computer/article/download/962/960";"Y Al Ohali - Global Journal of Computer Science and … and 2010";"...Dialogue mode that has two avatars signing dialogue together ...Sign Smith Studio & Gesture Builder The Sign Smith Studio authoring tool from Vcom3D allows individuals to rapidly create Signing Avatar scripts for ...Foreign sign languages such as British Sign Language (BSL), etc ...";"http://computerresearch.org/index.php/computer/article/view/962"
